"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_3533","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax"
"ASV_3534","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"ASV_3535","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV_3536","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV_3537","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","IMCC26134"
"ASV_3538","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_3539","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Verticiella"
"ASV_3540","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA
"ASV_3541","Bacteria","Chloroflexi","AD3",NA,NA,NA
"ASV_3542","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_3543","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"ASV_3544","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"ASV_3545","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_3546","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_3547","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV_3548","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae",NA
"ASV_3549","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","UCG-004"
"ASV_3550","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA
"ASV_3551","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"ASV_3552","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus"
"ASV_3553","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_3554","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade"
"ASV_3555","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_3556","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_3557","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_3558","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1"
"ASV_3559","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_3560","Bacteria","NB1-j",NA,NA,NA,NA
"ASV_3561","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_3562","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV_3563","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"ASV_3564","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","CR-115",NA
"ASV_3565","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13",NA,NA
"ASV_3566","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_3567","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae",NA
"ASV_3568","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_3569","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Geovibrio"
"ASV_3570","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV_3571","Bacteria","Proteobacteria","Alphaproteobacteria","Zavarziniales",NA,NA
"ASV_3572","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV_3573","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_3574","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV_3575","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter"
"ASV_3576","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"ASV_3577","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae",NA
"ASV_3578","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ASV_3579","Bacteria","Patescibacteria","Parcubacteria","Candidatus Zambryskibacteria",NA,NA
"ASV_3580","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_3581","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_3582","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
"ASV_3583","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium"
"ASV_3584","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA
"ASV_3585","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_3586","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","Pseudohongiella"
"ASV_3587","Bacteria","Chloroflexi","Chloroflexia",NA,NA,NA
"ASV_3588","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azonexus"
"ASV_3589","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV_3590","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_3591","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"ASV_3592","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6",NA
"ASV_3593","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","Thermomicrobiaceae","Nitrolancea"
"ASV_3594","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ASV_3595","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_3596","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA
"ASV_3597","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"ASV_3598","Bacteria","Acidobacteriota","Blastocatellia","11-24",NA,NA
"ASV_3599","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_3600","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","OLB8"
"ASV_3601","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillales Incertae Sedis","Stella"
"ASV_3602","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"ASV_3603","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_3604","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax"
"ASV_3605","Bacteria","Firmicutes","Clostridia","Gracilibacteraceae","Lutispora",NA
"ASV_3606","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter"
"ASV_3607","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis"
"ASV_3608","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea"
"ASV_3609","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_3610","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Sedimentibacteraceae","Sedimentibacter"
"ASV_3611","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"ASV_3612","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azoarcus"
"ASV_3613","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV_3614","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"ASV_3615","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_3616","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV_3617","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_3618","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"ASV_3619","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"ASV_3620","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"ASV_3621","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum"
"ASV_3622","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"ASV_3623","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"ASV_3624","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium"
"ASV_3625","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV_3626","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA
"ASV_3627","Bacteria","Proteobacteria","Gammaproteobacteria","JTB23",NA,NA
"ASV_3628","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Persicitalea"
"ASV_3629","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_3630","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV_3631","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_3632","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_3633","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_3634","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA
"ASV_3635","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"ASV_3636","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas"
"ASV_3637","Bacteria","Firmicutes","Clostridia","Clostridiales","Caloramatoraceae","Fonticella"
"ASV_3638","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV_3639","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"ASV_3640","Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosarcinaceae","Methanosarcina"
"ASV_3641","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV_3642","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga"
"ASV_3643","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_3644","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae",NA
"ASV_3645","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"ASV_3646","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_3647","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"ASV_3648","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_3649","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Silvanigrella"
"ASV_3650","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium"
"ASV_3651","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Agaricicola"
"ASV_3652","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade",NA
"ASV_3653","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax"
"ASV_3654","Bacteria","Myxococcota","Myxococcia","Myxococcales","Vulgatibacteraceae","Vulgatibacter"
"ASV_3655","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV_3656","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_3657","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"ASV_3658","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_3659","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA
"ASV_3660","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",NA
"ASV_3661","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_3662","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV_3663","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium"
"ASV_3664","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA
"ASV_3665","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"ASV_3666","Bacteria",NA,NA,NA,NA,NA
"ASV_3667","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7"
"ASV_3668","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_3669","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella"
"ASV_3670","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Starkeya"
"ASV_3671","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"ASV_3672","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13",NA,NA
"ASV_3673","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Sorangium"
"ASV_3674","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin516"
"ASV_3675","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV_3676","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_3677","Bacteria",NA,NA,NA,NA,NA
"ASV_3678","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Haliscomenobacter"
"ASV_3679","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV_3680","Bacteria","Deinococcota","Deinococci","Deinococcales","Trueperaceae","Truepera"
"ASV_3681","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839",NA
"ASV_3682","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group"
"ASV_3683","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,NA
"ASV_3684","Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"ASV_3685","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_3686","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus"
"ASV_3687","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","HN-HF0106"
"ASV_3688","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","BIyi10"
"ASV_3689","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2",NA,NA
"ASV_3690","Bacteria","Firmicutes","Limnochordia","Hydrogenispora",NA,NA
"ASV_3691","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_3692","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA
"ASV_3693","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Sedimentibacteraceae","Sedimentibacter"
"ASV_3694","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"ASV_3695","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aquamicrobium"
"ASV_3696","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas"
"ASV_3697","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"ASV_3698","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA
"ASV_3699","Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas"
"ASV_3700","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"ASV_3701","Bacteria","Firmicutes","Clostridia","Thermincolales","Thermincolaceae","Thermincola"
"ASV_3702","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_3703","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"ASV_3704","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales",NA,NA
"ASV_3705","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","HSB OF53-F07"
"ASV_3706","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Verticiella"
"ASV_3707","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","LD29"
"ASV_3708","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA
"ASV_3709","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ASV_3710","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"ASV_3711","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA
"ASV_3712","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_3713","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter"
"ASV_3714","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceaniovalibus"
"ASV_3715","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Leadbetterella"
"ASV_3716","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_3717","Bacteria","Firmicutes","Clostridia",NA,NA,NA
"ASV_3718","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323",NA
"ASV_3719","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Cryptosporangiaceae","Cryptosporangium"
"ASV_3720","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_3721","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","211ds20",NA
"ASV_3722","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839",NA
"ASV_3723","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella"
"ASV_3724","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA
"ASV_3725","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter"
"ASV_3726","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_3727","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"ASV_3728","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas"
"ASV_3729","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Captivus"
"ASV_3730","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"ASV_3731","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV_3732","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus"
"ASV_3733","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Thermosporothrix"
"ASV_3734","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_3735","Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfurisporaceae","Desulfurispora"
"ASV_3736","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales",NA,NA
"ASV_3737","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Chthonobacter"
"ASV_3738","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomicrobium"
"ASV_3739","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"ASV_3740","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"ASV_3741","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2",NA,NA
"ASV_3742","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_3743","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"ASV_3744","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV_3745","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1"
"ASV_3746","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"ASV_3747","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum"
"ASV_3748","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
